outcome,group,q,r,s,t,u,v,w,x,z
0,e,0.9903819523751736,NA,0.5911538643746227,-0.5554778924511773,-0.10067779629906498,-0.5071169234162012,0.5885580002616899,0.7816336607170546,0.4695011523982764
1,e,1.055514560546726,0.41686344565823674,0.27980116116894255,1.4892395074759803,-0.68032799113995,0.2209878973636249,-0.36638148604826704,-0.3511350450946966,0.2338301860648906
0,a,2.9732728698290884,NA,0.3450143547498807,-0.08803747076626516,0.646568006157836,-0.46410261868401465,0.2861315318627985,-1.4551817569603067,-0.42514476441224947
1,b,1.9090843757148832,NA,-1.8699019010050522,1.0971020533517364,-0.8236311105785896,0.9737137487310272,0.8124603454983483,-1.9678456560222723,-0.3913781923524049
1,d,0.4685120265930891,0.5536099099554121,0.16613124406890123,0.3826167142298344,0.04240813980785546,0.3353326078596715,0.4145468350172583,-0.25194908560211804,-1.3446825649679894
0,b,0.4488957894500345,NA,-0.015443899379938597,0.9431819311067497,-0.9132411715132839,0.7168713170368803,0.24594367420991337,-0.05256091857220163,0.4718259219615534
1,e,0.40206603496335447,0.9981610979884863,1.702808441021501,-0.9370860750862356,0.9861151171986328,-1.2710145757724685,-0.20640962201133478,0.8034738817039033,0.5553232074420622
1,g,0.5163029995746911,0.8398832364473492,-0.7504905585474755,-1.144773799225335,0.28175402412164374,0.1877143086875795,-0.44817754042218644,-1.0296328783517659,-1.3781548337216223
0,b,2.000181455165148,NA,0.39511289716065656,-1.621528023415156,0.6869720975149274,-1.2218784846873454,0.1851609162043633,-1.490713126941558,0.19635806505909292
1,d,0.026261094259098172,0.9095358713530004,0.9714639059014916,0.977182383703873,-1.0781242761586354,-0.2163179519527585,0.4325567463621687,-0.3032622091668554,-1.3737034821553589
0,g,1.9559185663238168,NA,0.8628369662673611,-1.0766443373372716,-0.3183602969117296,-0.3947632509119895,-0.20269612855772645,1.4063772641088241,0.5396875576114993
0,a,1.101780875120312,NA,-0.1168224459574019,-0.9742181618527473,-0.7513291701891405,-0.6754656500592534,0.517618649578786,-1.37150943803683,-0.8686948497483298
1,g,0.8936758751515299,0.20582094718702137,0.20382166670201352,-0.8162980319505878,1.9000250773148264,0.819834345292682,0.1278127075687187,0.6877567169511175,0.20172915313484976
0,e,0.4095979097764939,0.2551339587662369,0.4592208945006331,0.20855798728166983,0.1241585036134056,1.0159599419874508,0.8314590425176401,-0.7332859802300749,0.6283732683099539
0,g,1.603913032449782,NA,0.9048315437167163,1.6507411512445511,-0.11891732989888419,0.5334328085514051,0.750941283133682,-0.7467383700997569,-0.23313045394809437
0,e,0.2672839465085417,0.6474591076839715,0.5398585119046366,-1.787244111240049,0.061166562231000136,-0.6888574063290486,0.1855424494008592,-0.5166805985775349,-0.024043585594633307
0,b,1.684513615211472,NA,0.45624847346911046,-0.40683092329077575,0.7854984359943218,-0.6789594827473344,0.10428068418907893,1.1182556925276597,1.555047470543847
1,f,0.7782743743155152,0.07306965766474605,0.8590439577925009,-0.2603654228368344,0.9423083292226859,-0.3252011324138739,0.62068662531519,3.341695782204696,0.743306147706663
1,a,0.7090373430401087,0.2747794291935861,-0.8462116733004328,0.4793702320496364,0.9507779758183877,-0.19784018023299244,-0.3949637025821624,0.08658097899107796,0.11925651617142703
0,f,0.6433880310505629,NA,-0.07342274062269849,-0.6729570222935005,-0.778023573625714,0.6443001147264769,0.871001347168096,-0.373824148190385,0.997554037621541
0,f,0.9946895849425346,0.8295504602137953,-0.6352848790068379,1.097066999796156,-0.9087323415092732,0.07679313353444911,-0.2539890165666353,0.3620427393151856,-1.89600649750885
0,a,2.531109409639612,NA,0.9539729508503858,-0.7576989203626951,0.92408864302003,-0.13037999926509442,-0.5934929449167881,-0.03190228235728401,1.2688334615564654
0,b,0.659267162438482,NA,1.0958893284096665,-0.8757524884834249,-0.0924679830879117,-0.2555414701895497,-0.17978425658754077,-0.22986561683910456,0.03456717219516081
0,d,1.0895419022999704,0.44298717146739364,-0.14083531020491938,-1.3755843757253894,-0.5124559054012275,-0.5711323539930321,-0.9773999996204352,-0.1826841681919762,-0.35026607126285697
0,a,2.437816586578265,NA,-0.19852135896503487,-0.5191174180213388,-0.32010519671473714,0.14181120156603547,-0.46694738745837344,1.136316019715655,1.8079452612956064
0,d,0.8656218275427818,0.07346921158023179,-1.3852237210239435,-0.6907679321322872,-0.5185139072018239,0.24582550055492278,0.5626196025930938,1.2687144225331988,0.3763560557791268
1,f,2.102858741534874,NA,0.2283976020042987,-1.177557360462373,-0.26362376157491696,-0.18573571906281444,0.11858431836084285,1.0808633444472564,0.9395270681733724
0,d,2.1733669373206794,NA,-1.5392551517166857,0.9325770443132918,0.27499610897625804,0.02761162602900269,0.9461228523968621,-1.4922458615286733,-0.5400118735396309
1,a,1.37026003212668,NA,-1.8380215382688385,-0.6201730754891756,0.26113119982650945,-0.3950046031683792,-0.7670241418643735,-0.9412493393075279,0.4545237480261539
0,f,2.0467770828399807,NA,-0.9303518493661407,0.837292986498766,-0.02779582988841328,1.3842425245740992,-0.6671678772219869,0.2713014461282731,-0.4691030545973891
1,f,1.6821999996900558,0.9456071762833744,0.46737625698535645,-2.390015764004143,0.8636243762351785,-0.7794155506705628,0.22402775774031738,2.5714198926742426,0.5691185391609526
1,f,0.9205677076242864,NA,0.7871101405814278,0.2073134291761444,0.5191463489033361,0.3400744110903565,1.0529757522815157,0.2704611228402602,-0.07655184312649323
0,a,2.539142122725025,NA,-0.9191059729012928,1.715407142737347,-0.31164388591942627,0.3667164406066083,0.8814435839325037,-2.89560742617536,-0.19812807917740005
0,f,0.3862120429985225,NA,-0.16939489429152255,-0.13514368116762604,-0.8229816982521234,0.1418558832537587,-0.5010982888217315,0.2655513284288385,-0.21643891843504998
0,b,2.70339425210841,NA,-0.575000858382718,0.395846425096781,0.010686543319160177,-0.17655164108862353,0.4667945291493898,-0.4000165286207414,-0.1305704580605839
1,g,0.07693756115622818,0.866686582332477,-1.4228332707953453,1.1070406658953724,0.41761454639066736,0.41899282139621985,0.27200394442401377,0.29445755956243164,-0.11388639439559832
0,b,0.8783541682641953,NA,-1.104246687232294,-0.9300586978555705,-0.07556074904626589,0.8723014632172574,0.2239993305416512,-0.4333880806308729,-0.7721123764695393
0,a,1.9076415456365794,NA,-1.4768733350633598,1.1062532984635711,0.9155806399383484,0.032752775912163634,-0.49948817280272784,-0.9384401978221749,-1.228355260839791
0,b,0.6452522452455014,NA,-0.047291535843498156,1.430308073232183,1.0941440976472576,1.266447465792409,-0.30526549618658905,0.6686546124502175,0.05189771494824724
0,d,2.711772123584524,NA,0.17237223038978927,0.45577343830898015,0.126582094900554,0.1696719588830911,-0.9895248019981266,0.777397468575983,-0.8047397548163061
0,b,2.17141070519574,NA,-0.60889599513458,-1.0023838021951461,1.4240352434576748,0.044948269462418367,0.0019965771640421516,1.009915718311972,0.8624646838111966
0,d,2.0630356343463063,NA,0.9162275393299371,-1.7847583820063502,0.39262318175375255,-0.7058773473152339,0.3754999996991958,0.07922255246508503,-0.10640519736781714
0,d,2.57923482474871,NA,-1.0999381547335236,-0.9084832284195596,0.6853440915588118,-0.35505784580994826,0.35355232368239276,-1.7134302326791384,-1.0511292466885522
0,e,2.7584828794933856,NA,0.983442743617507,-1.2218650479949646,1.3125504184679357,-1.0002792283271755,0.5743301977072663,1.7042467753279957,0.471903502722817
0,e,2.7191378285642713,NA,-0.06572589641577858,-0.11357819542612192,0.8369552902454567,0.573917391789852,0.3965346978886444,0.749660288196307,0.37836188332125487
0,f,1.195970072876662,0.14890110259875655,-0.6141418480874634,-1.3250125749444515,0.28330864927895794,-0.6876614799243187,0.3696357053312752,-0.8027324430096825,-0.8545979275108159
0,g,0.6832881539594382,0.20033009885810316,0.15019388997575822,0.12229187479524184,-0.0010538323037483435,0.21659467925490358,0.3369371787947983,2.3625657846814594,-0.13919409946002426
0,g,1.7220832833554596,NA,1.02151026063259,0.07438209160348296,1.4961705559355984,-0.46548759158954983,-1.1552247247879048,1.793156258487354,0.595663541905629
0,d,1.7673471216112375,NA,-0.042739502199748675,0.035315140662097344,-0.23797647360591595,-0.9239303726372073,-1.351074360224396,0.6608831360442218,-0.35445751768385414
0,b,1.2979368260130286,NA,-0.38928054481385244,0.4792723542303184,-0.5063657162803472,-0.48650885779533326,-0.6075814095544572,-0.9699478546015878,-0.25295589680430114
0,f,2.1791411102749407,NA,0.7609522757512331,-0.7495797799752892,0.01796687455125491,-0.22497552796473208,0.6801250228067883,-0.34655013065275464,0.017290749066786862
0,a,0.3913486471865326,0.6445033142808825,0.5652239157359245,0.9443230246382215,-0.030431912513040005,0.06287099588668585,1.327705180540367,0.576598455902164,-0.8199340920532983
0,a,1.1340185429435223,NA,0.47296658874505987,0.6980331474486744,-0.2159841612017367,0.5212177471654343,0.6807409702716445,2.099325672020982,1.0630906442815946
1,f,0.9047194893937558,NA,0.2359166858681349,1.3396064181036036,1.1189328367269205,-0.5713581822194433,-0.34115303493523946,0.345609847707599,1.4741825669039508
0,a,2.313974408665672,NA,-0.3453684297964744,-0.1310215237825172,0.7845132088518775,0.03933011025917528,0.9283661594917204,-0.18650176167622365,-0.5990230621408419
0,b,1.670121482340619,NA,1.2565782550959503,-0.6712927319226005,-0.3675656943494769,-0.5738922593657227,-1.4276227114668463,1.7867801221766761,-0.7799089624148878
0,g,1.543468112591654,NA,-0.7406401602916217,0.9451516344137298,0.6421480446608181,-0.49338721245595335,-1.2553997276155553,0.546335966567937,-0.07192513428740865
0,e,1.3546644989401102,0.8331566064152867,0.9939990111055406,1.5371993627670835,0.6411456476305875,0.5842564347414544,0.7856451668827353,1.3744751502276111,1.1743010962662117
0,e,1.8130598666612059,NA,0.6962292467444231,1.0931878372102288,-0.35038299137637036,0.07584345866882147,0.12394350133591707,1.007205456570853,0.1194759934017739
1,b,0.8309182939119637,0.626015777233988,0.251182595815763,-0.85068994416667,0.26360213726593584,0.5882520288879107,0.2820538785662406,0.27612363683238,0.6933815696056986
0,f,2.1234598013106734,NA,1.4015629198974962,0.9682352836910693,1.386371519310936,0.29116384680843527,-0.5130678129442408,1.7851425047573755,0.4093747363896231
0,a,2.5271459240466356,NA,-0.7901880414938266,0.841255278155165,0.750861478505037,0.2615995326207366,0.9341211455579306,-1.017250472111194,0.641010660151612
0,f,2.755236126249656,NA,-0.3804887334494076,-0.48326462389093744,-1.014695405344995,1.0552428227888995,-0.08400443301899682,-0.4081280912744486,-1.309973070229028
0,d,1.737714007962495,NA,-1.391229418588046,-0.7897478560042577,0.5984435322164442,0.041989685858361575,-0.3161158806796217,-0.7178225638418673,0.15996455980512694
0,f,0.6039613864850253,NA,0.4379187362726295,0.3938803381726463,-0.4473039006487313,0.264657765346383,1.026574061822203,1.4141817337385905,0.8194524279943325
0,a,1.2255770440679044,NA,0.7515498632540514,-1.4206193930877171,-0.5510271613125266,-1.5488918263526292,-0.1661409572562418,0.31348963815985603,-1.6726499451401668
1,b,0.8796439706347883,0.4130448801442981,0.2484353892651074,-0.34889450396555344,1.2369944382619527,0.7686120779049508,-0.20361569251130027,0.24102127305826707,1.2046395611993372
0,d,2.2524969368241727,NA,-0.6111670522622439,1.9270864155533396,-0.3315826490557676,1.361184976994478,0.6385603492115064,1.039373899896984,0.4735407699033551
0,f,0.07381885964423418,0.2998307105153799,-0.22697152007275,-0.06097856342265456,-0.8443522232882366,0.11515862808247969,-0.7146596143442998,-0.4174834848469988,-1.485047383822979
0,a,0.39034172846004367,0.7753131093923002,0.23899127459037045,2.3550331272672054,0.9649853758325384,0.41176433150958386,0.5888655120897384,-0.6653004313461517,-0.9371937364158278
0,d,0.5130423407536,NA,-0.49954689966575727,-1.1721083991159156,-0.5152743448152511,-0.25308633351241805,0.6774429799084359,-1.5399913035664246,-0.023177148733070585
0,d,1.7043639903422445,NA,1.4871759421320303,1.44656828867921,0.6969803592657302,0.8609499073810704,-0.2561561329781037,1.2401035051481069,0.3478119700565644
0,f,2.882545500760898,NA,0.4967632745748071,1.2437723797761258,-0.07610492574601371,-0.08076707703649566,0.2924734550920557,-0.8163395372895244,-0.07053719895356098
1,g,0.1441174743231386,NA,-0.04994475457736222,-0.9243500732941872,-0.9368837409464437,0.3492751094828439,1.0738631947879385,-0.7757239407289288,0.06299050300639294
0,b,0.35785187711007893,0.7747437248472124,0.4667095000820785,-2.0913033446630016,0.21009839010723394,-0.26523110458231813,0.5445264716978258,-0.2574906263829841,0.36569892853791325
0,f,2.389304966200143,NA,-0.41087685887327174,0.46626802070349566,0.1839996633112787,0.5068879662482055,-0.006221205020481874,0.16680580053857608,-0.26020922954097003
0,g,1.6676600386854261,0.34430853463709354,-0.4513924866559538,-0.406878809778848,1.1952660240337738,1.090093272007264,0.05548839947084236,1.9339966364041148,0.4740761591765964
0,f,2.593468960840255,NA,-0.043572836813529026,-0.36870905957985717,-1.1670158546940281,-0.3182285376578968,-1.2670809459555445,-1.162498419088393,-0.9715227136112621
0,g,2.6771551079582423,NA,-0.5235785082221551,0.9816629349758684,0.5991247774108709,0.16964580103941318,-0.4373858995370131,1.0475894731438486,1.466779708243446
0,d,0.4666680337395519,NA,0.11816164589325515,-0.30909127258138636,0.6121738697293385,0.6392398948635242,-0.6704726573606027,0.15428735760824655,-0.12086896138378495
0,d,2.7034452287480235,NA,1.5199278085317376,-0.12468539408033345,-0.34440439969141023,-1.2050471615436413,0.08571868104185393,1.05120681470082,-0.5772802117592317
0,b,2.722867526113987,NA,-1.1296355068548622,-0.07420988118052055,0.23842428353876235,0.25637998997819805,1.0821234886547966,-0.09552067587642632,0.45029031997727975
0,b,0.18977007712237537,0.32766905752941966,-0.7258199876971638,-1.3540995703734524,-0.24629622375171473,-0.2418316177185495,-0.7450675475369402,0.5478069163963922,0.27970365151888493
0,f,1.075246920576319,NA,0.26072500003678434,-1.103485499038207,-0.6397687379658092,-0.5951450619849592,-0.20461845423619202,-0.3973292966597449,0.4462676559284129
0,b,0.37921722745522857,0.8199801032897085,0.3389333514814454,1.9801832031225703,0.24617424684244635,1.6247307699649718,0.17818971766587782,-0.4014394653337609,-0.5189689825215987
0,e,0.4962740885093808,NA,0.4003359440746288,0.04039564513816452,0.42522792171090973,0.45674347272774934,-0.14112536920332236,-0.39464896548877537,0.5126487251702202
0,d,1.120936390478164,0.23365400172770023,0.10816534820064508,0.7024875084225953,0.7676950147992528,0.34010850398433523,-0.7959730290070735,0.3285711179650687,0.006861813531026606
0,g,2.723116018809378,NA,-0.2274125305206136,-1.630809048612041,-0.5960074938053619,-0.666265202642501,-0.12333826275925097,-0.39541882070826306,-0.4714215202837243
0,g,2.580718456534669,NA,-0.7835043447279346,0.5312664120537445,0.37186554010724826,0.769293364952324,-0.08017080192138645,-0.25207030143804243,-0.16924523748692813
1,a,0.5954115344211459,0.710134826367721,0.6939841746716029,-0.1975021238991888,-0.5968619232412065,-0.19566818271797437,-0.099019695019074,1.5579894460590848,0.08339821741620324
0,d,2.083719279617071,NA,-0.6328372344715,0.9785845694908943,0.2861645162006045,0.45043832150876006,0.12230581066985426,0.422778028629089,0.4610540914438201
0,b,1.297785212052986,NA,0.3112470738617585,-0.4294513673772386,0.1460616242727456,0.5520260308550649,-0.5427746722921835,-1.0436135722699957,-0.38370858619621956
0,g,2.2877128813415766,NA,0.25341932818618507,0.12432693013230592,0.2644832937702423,0.2737427783496544,0.4918831911684773,-0.25738829569541755,-1.1922521661186105
0,g,1.53248504223302,NA,1.0280125021767814,0.9066272395759227,-0.8410388450140309,-0.19516343192820734,0.39391475472925574,-2.245899377065023,-0.2480116038658502
0,b,2.265623201848939,NA,0.04564196106091025,2.1787329907890642,0.3007765773934077,0.35955321757882036,-0.9533480113282583,0.3627324747176649,1.6357095990578518
0,d,0.09450491121970117,0.6649639254901558,-0.47288422480999054,1.4094506420551423,1.2300880693787477,-0.6470544233989423,-0.18393857324421847,0.32049142087615107,0.6035892479663841
1,g,1.2342489659786224,0.910074150422588,-0.3115205431281246,0.1946060483284966,-0.8044731036354675,-0.04580970975703077,-0.5899565490175063,-1.4740744533778218,-0.778250597346704
0,b,2.0469078845344484,NA,1.5473164370705574,-0.3358825832820423,0.5876612303290304,-0.609723337270177,-0.037886663440957785,-1.0016199245553978,0.8838684002594143
1,b,1.39076499058865,NA,-0.8894563683678236,0.5144109351144851,0.21794075727941678,-0.22033938190234886,-0.5859969028805838,0.7717691824289392,0.35736061884763115
0,a,2.040285162627697,NA,1.054995579023607,0.3302095996617164,-0.48971427474009177,0.13466301875626216,0.36697980696737276,-0.16196084883532144,-0.824804669327524
0,e,1.229424417950213,NA,-0.6686594534538162,2.338925315090769,-1.4934352745143418,-0.23745044799209636,-0.46829173261803697,0.6010911011523804,-0.9280917906354927
0,b,2.7008324498310685,NA,-0.3533370515384956,0.21145376950456202,-1.231660830978734,-0.33977412859177897,0.07722283986046784,-1.0473999764972668,-0.47656556333652705
0,e,2.988073375308886,NA,-0.07751946150140698,-1.3274037352132662,-0.5232191526039095,-0.25352630627784334,-0.048228103564026015,1.1466142500890615,-0.09832826790286564
1,d,1.0653240701649338,0.3310407637618482,0.18002520386086573,-0.23102316626022187,1.5828859212737016,0.5179166683691722,0.5496731326605476,0.8642927736765998,1.1616127774771419
0,f,2.022099557798356,NA,1.8163054290904463,-0.3981399132650823,-0.14615235567782825,1.07217704394106,0.9495248083040853,0.5453444245101366,-0.3950789258705975
0,b,2.200940207345411,NA,-0.2627647998740965,0.48247148287252595,-1.0987484435659804,0.08603524510296537,-0.24715027421530858,-0.8004082934370402,-1.6346252145492852
0,f,2.0903379062656313,NA,0.6019038328606428,0.11962519144041409,0.4898861121024943,0.02553354953696571,-0.7727115424386553,0.3702032022015082,0.6788796375455947
1,f,0.882920659147203,0.5968988130334765,0.515701067558104,0.36645449084552084,-1.014059760413593,0.2588124811595338,1.596917280476715,-1.2987505478599626,-1.3527842087439599
1,e,0.453803219133988,0.6275806676130742,-1.0479406227157446,-0.21370612389003923,-0.3355848336519539,0.041643167447337606,-0.050240026319161864,-0.9512206740318927,-1.4476996716771051
0,g,0.40520681301131845,0.2664519473910332,0.04756641622148355,0.36511842979519116,1.2685777505623117,-0.15767116670678977,0.22297709197348914,0.16222372941228191,1.0890514602950574
0,b,0.5125942986924201,NA,-1.2841424198815097,0.9013449623288553,1.0910598089040182,0.3333131566079514,-0.20232427215387755,-1.0655587405846352,0.8977763652105529
0,b,2.530492124380544,NA,-0.5365244483946725,0.9180432514193138,0.12334080432591354,-0.3051922955542824,-0.13523208272036397,-0.23410522432872727,0.6272867219998316
0,f,2.906438972102478,NA,1.464264731877834,-0.18335613054351413,0.5684361883978384,0.12592196341594328,0.7709659783422832,2.0035431929132104,0.1583367129154551
0,a,2.287754407385364,NA,1.4486354845125935,0.6867365203908649,0.6996562002050414,1.238500195507296,1.264571505185383,0.6036041689732969,-0.30707930637219316
1,b,0.09304906753823161,NA,1.463644751890549,1.0329199027250933,-0.3768036970983421,-0.3964206476187933,0.45802399401331223,1.6466521184738083,0.8625338212513556
1,b,1.8065080291125923,NA,0.5507653709531548,0.8367378970364432,-0.0506411323692047,0.1348082050876759,-0.5329419163809728,-0.7962130737632356,-0.650040014028481
0,e,1.9891344176139683,NA,0.7753976695503226,0.6964339476264978,-1.1162797781058054,0.047926341295212116,0.4774736890759275,0.05922113005155105,0.10933505770679036
0,d,1.956635050009936,NA,-0.33818980361753714,1.3141402047182054,-1.1686758564693451,-0.08053477840049417,0.5561517896515512,1.284548286981285,0.2548303719395408
0,a,1.6751441401429474,NA,0.5343443055140835,0.391313435839935,-0.7322631359996515,0.161628307073491,0.08128242367944118,0.8486443431371127,0.14398546778352117
0,a,2.0819909255951643,NA,-0.43017705687964675,1.8032508692657832,0.054333403354236004,-0.7963278550831192,-0.8542445873672027,-0.10788481778408718,0.5793943337214958
0,b,2.916444485541433,NA,-0.09427359919128142,1.7120488678972263,0.5715498225213577,0.7235808039961893,0.37607390301284715,-0.6182393385006677,-0.20181629259839579
1,d,1.8879709923639894,NA,-0.6203467038142927,-2.087897725916541,-0.20176453710319864,-0.7110447547128951,-0.23905181312679447,0.8514632509854658,1.0178565838552758
1,f,2.2983104079030454,NA,0.4739680388208936,1.2930677389639669,-0.5879202005763157,0.6481099822496355,0.40960287828469744,2.0224915054583423,-1.3815300294260986
0,d,2.486041212687269,NA,0.6417756457524944,-2.502138759366005,-0.9643344756640747,-0.9363673302602514,-0.6489152153823639,1.906014384744541,0.2997295191952769
0,e,0.76717130234465,NA,-1.0154765463676358,2.1992737280495893,-0.5149444215714195,0.6990970009893142,-0.7852420923598719,-2.576876286894273,-0.2744455611140155
1,f,1.6253143202047795,NA,1.1431137800684756,-0.7134095601757532,0.2579096688655669,-0.21474916297768307,-0.39602153402716445,-1.0449353988074528,0.6427284016629407
1,f,1.7222216029185802,NA,0.03757700541355056,1.5476303537112657,0.28505629628735507,0.44953338140938226,-0.024665313457252813,0.2439048830969524,-5.529742178434494e-4
0,g,2.4313374417833984,NA,1.9484607057515633,-0.10125003634189855,0.8471849078763416,-0.23961338909820404,0.3046940427382296,2.6862787067646487,1.1618803556716135
0,g,1.352083349833265,NA,-0.2923114744278545,-1.5210842746680535,0.1932447310753455,0.03818412300723306,0.8301726435624658,0.6828342095480007,-0.0593060849788235
0,a,0.739721406949684,0.4407705934718251,-0.08573417071880185,1.2591036535179152,-1.212141039305636,-0.1630749995947936,0.4490468553338341,-0.8833190138215725,-2.1282759941004876
1,d,0.1771006230264902,0.21721608354710042,1.5436934573059498,-0.3068648658527572,0.2942891337651262,0.047294005759675725,-1.2438216005290719,1.580010916908131,0.3510529306258266
0,e,1.5105393149424344,NA,-0.28352637142014026,-0.6953569205314647,1.376927391730745,-0.5418313184722525,-0.015754666258527325,0.5517629457100153,0.3590482114897363
0,f,1.3721245375927538,NA,-0.029956335677107315,1.2834664196112568,-0.26695252497005917,0.16632080994226492,0.06211752467629229,-0.48354178585666896,0.888472622811226
1,d,0.253975176718086,0.48115286114625633,-0.20500623835513368,0.5342637685049908,-0.9698963687382963,-0.6360410928524882,-0.11577162230624712,0.023445900579387557,-0.6729457650389494
0,a,0.6190462640952319,0.6707171103917062,0.3227952087356064,-0.8259726065955156,-0.2843870346278561,-0.26644959395135404,-0.9166633184278292,0.9623992341356514,0.37885743458933085
0,e,1.2172607649117708,0.7015558960847557,-0.5695388960303076,0.45085017615006795,0.13952631889722017,-0.46564334595220547,-0.21252095078707545,1.3710393346560767,0.4414057938094106
0,e,2.4487263509072363,NA,0.6942936902861684,-0.37526230512380276,0.7080134349355447,0.27361059285077344,0.016446589466903014,0.761455256596983,0.5340584780227895
0,d,2.5693327174521983,NA,0.043974778578469986,-0.6813351144137106,-0.8900565994269055,-0.22592190550752764,0.07084771773179488,2.198584583963189,-1.7767444589143517
1,g,1.1140686746221036,0.40817759837955236,0.7396942507723188,-0.630325210317696,0.8059075291252794,0.40231731944991966,0.2348391437294375,1.0901762239926542,-0.3664808384376992
0,a,2.4609756655991077,NA,-0.6052778075430265,0.27443730600866495,-1.6719765838327076,0.29807916315780575,0.31002380038477373,-1.365488044501834,0.06162758794673612
0,g,0.10396662773564458,0.5013732241932303,-0.1461711053025334,-0.1693089100900753,1.2080681705617498,-0.234921353961685,-0.29830067358762935,0.3512127815156379,2.049658974430956
0,g,1.4680389342829585,NA,-1.0505106160912616,-0.6851708238697555,-0.9407060393204139,-0.8423783923184726,0.19384652542128658,-1.0861281409930488,-0.8851070639574892
0,g,1.624823618447408,0.7630167801398784,-1.0351309910613398,-1.3036725778424783,0.44294655108388054,-0.4914743520640144,0.2619988940815199,1.3477162550158002,0.6565164877145778
