group,q,r,s,t,u,v,w,x,z
g,1.6986930852290243,NA,-0.642660653622277,-0.9976063628970622,0.2923104963048083,-0.7347943051230957,-0.5269967405399498,0.12620276304253486,0.4512565118358857
g,0.2856702343560755,0.32227350980974734,0.17192703465431144,-0.7605555704256174,-1.159582558543582,-0.5038347427943178,-0.9205141833741679,-0.6309675815703574,-2.0434506579378304
a,0.41361474827863276,NA,0.060849197560614604,0.859160417964755,-0.22363246180390495,0.027864168144906526,-0.18721935811538828,-0.07946157241786861,0.5185425999646982
a,2.2002983156125993,NA,-0.5815414958822804,0.26017962284868607,-0.7368489140604919,-0.8160331118588039,0.3760620745943075,-1.1545962933714176,-0.12563402097016318
g,0.22004283335991204,0.9985466338694096,1.1228113166703477,-2.301007519523035,-0.15283363300518457,-0.47935619389170425,0.4494377924448281,-0.4643754268463781,-0.18647859917142934
f,1.01900251256302,0.6816615664865822,-1.3139719011506679,0.4554543318842761,-0.2734016732627023,0.12521487673564502,-0.7905339894253023,1.23387404779508,0.050726204759291404
f,2.635766222141683,NA,1.2747931672153694,0.4923113761349579,0.19950476882578488,0.5332458243924745,-0.3350363359035155,2.5087795864799345,-0.04099508955448172
b,2.2831157720647752,NA,0.2872751105895571,1.9222121402840453,1.3768639964058782,2.193082844794643,-0.31217613001708044,-0.5009608420077005,-0.9502802207187185
c,0.7108822725713253,0.14466350618749857,1.3496595321561113,0.822176773632649,1.8452465342605087,0.1888807865651782,0.5989969689800505,0.4946110846808965,-0.04992868877406424
b,2.8539000344462693,NA,-1.6835335565408593,0.19675624707144837,1.1299922120700854,-0.18148846366934726,-0.12880015569258277,0.5139635852684958,-0.7890446687050489
e,2.3399602950084955,NA,0.32049763382539914,-0.28248260447565654,0.2428933373737518,0.06383800958490628,0.34653683431314486,0.9119716698834499,-0.3072000939245749
b,1.1186556201428175,0.9256771770305932,0.307595892052079,-0.111625677871839,-1.0160436564621902,-0.19315493728832195,0.04724280306379556,-0.1990008583911716,-0.4835608539473471
b,1.5096912870649248,NA,-0.4934560779078776,-1.7582787177109778,1.7998676675949976,-0.7489531791326793,-0.2401690271228,-0.5839049554353835,-0.4039680730405366
e,1.8510569378267974,NA,0.027123645063013013,0.9334018466972326,0.1633576184516962,0.33325720644177176,-0.2273417774998055,0.6170280290195431,0.3058596482716852
a,1.6878775293007493,NA,1.2742476860059395,0.4715360643066411,-0.7061549751301306,-0.45568377625669176,-0.008497173967058874,-2.2936661700704035,-0.8956413736144899
c,2.9550235862843692,NA,1.522657947961168,-0.47514415024994044,-0.4645313527095719,-1.1273938156848033,-0.5706455002728403,1.3291924932522012,-0.2821130110837662
c,1.0966422117780894,NA,0.6079365472884606,0.6845030394793041,1.2229162402890819,-0.2638519374083896,0.32673759381118117,0.8530866286269516,1.4006587253678384
e,0.008060110732913017,NA,1.490276918515683,0.4204681796729963,-1.0476959962039012,0.863546730211385,0.6842348342230422,0.46585994581293944,-0.2606649096246215
e,0.9991276804357767,0.40224295831285417,0.8043150724880344,-0.5803639022120892,-0.14689769133115985,0.2057206789860445,-0.7490963207136364,1.1253407099835653,-0.4275770143134263
b,2.5056379933375865,NA,-0.06755476456753379,1.9374484012360744,-1.043013082656798,0.965847142607378,-0.12968644640044114,0.5330450406398715,1.0339264423503036
b,0.16580513259395957,NA,0.38822910207955885,-0.40074841118407895,-0.04668024713044866,-0.27086610804216754,-0.5649446473051474,0.41715362221957786,-0.6656155498439787
a,1.6082544517703354,NA,-0.1565543646722425,-1.7604681321244233,-0.8783320907369528,-1.1572585339996952,-0.7399771138760352,-0.28375318872006616,-1.234447737379628
f,0.9212856008671224,0.5580061285290867,0.6955256469685371,-0.42893222410675214,0.9836782353352689,0.649403463705759,0.7016259333051714,1.9257320393880364,0.03948336955809684
f,2.050056636566296,NA,-0.12627527771008695,-1.3557880413269094,0.527440662171901,-1.2805597351605227,-0.11781707364444069,0.23212566174339916,1.0845692931353745
g,2.5844042769167572,NA,-1.2665117188871973,1.1360408358170355,-0.6567497784447643,0.47815220759939026,-0.2683146562440725,-0.17983827712526346,0.6624610336163277
b,2.098135664127767,NA,-1.4922631437216127,-0.9376935230919384,-0.11860699264870392,0.7236343415993544,0.44937986446956535,-1.7225343632217611,-0.4496119060298319
b,0.4843789846636355,0.7656924021430314,0.9038817819347211,-1.239353484615064,-0.7937798344013896,-0.9943991838133781,-0.14589976359748763,0.5128277656999056,-1.0806139354899613
f,1.6288116043433547,NA,0.4795016296408784,0.7940393515560646,-0.37664751735975643,-0.15630680439900332,-0.2743106662734447,0.797837568647504,-0.24460840159908329
c,1.9964037027675658,NA,-0.47925563256961945,-0.9120024402366753,1.2670349211231,-0.5378488088493036,-0.3871321208387279,0.4214714052170931,0.45005247796475517
c,2.3255965390708297,NA,-1.1968251631376448,-0.05354141616876105,-0.04183536626060656,0.07348635002491985,0.26262634236141724,-0.08621378384216133,0.3147519132815134
g,2.11594978091307,NA,0.2457197474923128,0.4692174257345748,-0.628424076312929,-0.8735150039325518,-0.873768626916669,1.2111477034901275,-0.853594256546158
g,0.4315718337893486,0.9132182700559497,-0.7009624194531038,-2.018741653125044,0.07403829156480642,-0.34535317299325746,-0.1892800608110028,1.8547086791394958,-0.34424258821573706
b,2.7282914486713707,NA,0.8546744746916496,0.4605712373484091,-1.1498521463082783,0.10127648217761515,-0.15635075553464334,2.0630581204358225,-0.8239292933902688
e,0.7146241671871394,0.21605192054994404,0.7770367564620182,0.9448026917329708,-0.08628870001738098,0.3456736869089293,0.9456782516507675,1.936837670176852,-0.31430198077252036
c,2.61411848757416,NA,-0.03295819420541729,1.544830154714755,0.4728237497197485,1.1522212080704977,0.3361649079486184,0.04569876750194152,-0.1602496445994867
a,0.0762799708172679,0.0654931569006294,0.6396297190198342,0.11589561260106908,0.6260208225593276,-0.3440344006691041,-0.12266760406270785,0.908017286341617,1.4573340330080071
e,1.1062398862559348,NA,-0.14724307488380983,1.3435940279229475,-0.834135869796419,0.7838403459456853,-0.07179041757285781,-0.3645835607521757,0.31924450815115774
c,0.7739434288814664,NA,0.428934065894623,2.1001054311458085,-0.8041963313018246,0.7031270951228639,0.6846754975705293,1.3992579140239347,-0.2754666944183485
e,2.3939740411005914,NA,1.4361666940293945,-2.4923564406442336,-0.4914794062608644,-0.6212715840158561,0.13728780612539748,1.3174543893552353,0.22696993878074395
f,2.40977078047581,NA,1.0715437170868047,-0.10744783106677148,0.5089011135255308,0.005657515676001666,1.7514140076661946,0.27094366469473963,0.0047724255659935405
e,1.7578547433950007,NA,0.23636758929550336,-1.0868945148833642,-0.8315479192767343,0.5405220129211648,-0.032323567549201154,1.6627329416993473,1.4286059393955377
c,0.9491772735491395,NA,0.6510389726654466,-0.6751708843317,-0.4839347551999068,-0.9212309465076391,-0.275585881191592,0.10083711066916781,-0.19480124718160163
f,0.8419686709530652,0.3940528512466699,0.10674065535685065,-0.5599630200262441,-0.3984699510766273,-0.4961093015144402,-0.6425784818043379,0.32169916701011647,-0.046892963237523344
e,2.4763040507677943,NA,-0.3842167841780291,-0.6862627374368837,0.31491051012125376,0.2421383368045617,-0.16311430883901779,-0.9348627060836996,-0.38094320223407074
f,2.3895763610489666,NA,-0.05125737923779533,0.34178950201133335,0.07741550326512361,0.5014330192454505,-0.49581887775055794,1.412800217259837,-0.052932613024816
a,0.3431845244485885,NA,-0.3547207971643331,0.167437492672252,-1.2167036432723606,-0.6674311375041031,0.024876688652935353,1.5174057475599885,-0.5368264466603834
g,0.8319415671285242,NA,0.4493079201275506,1.2185960286232924,-0.43588500164432425,0.4339306665508822,-0.1328137506425916,0.4789070387717938,-0.30702704453274565
b,1.0745496083982289,NA,0.5141100895674573,0.12161095711776938,0.14115889198952167,-0.1029104129606164,0.491087918259893,0.8978936021283535,-0.4313614231283029
g,0.5916025964543223,NA,0.80293465029758615,0.16168465477396282,1.1770150603149272,-0.35153444823831026,0.1080753095225707,0.6660008903526666,-0.6986002567634384
c,2.332696959609166,NA,-0.9978631627743209,-2.7633949905383255,0.699941526915506,-1.3379232597163164,0.38820522763317533,2.6301709862531393,-0.2847788689303933
e,2.6579367800150067,NA,0.9921914913721843,-0.684499971118486,-0.5155843126928877,-1.096696698395369,0.6366924042714781,-1.0440460867642516,-0.9792352664246966
c,0.38149837288074195,0.07260201778262854,-0.9945471804081629,0.15512061090251836,0.33538312042194823,0.17539724844279558,-0.09570370225312025,0.30371196755041663,0.5953174731880071
b,0.20259443088434637,0.4624594165943563,0.5711707377122575,-1.141593904935449,0.2513220564420936,0.09516336060631986,0.16412302647282953,-1.3871525656577115,-0.26512970522594026
e,0.6077081481926143,0.6335731064900756,-1.332244979912702,-0.28451492691374286,-0.2624765613738904,0.18521222267101975,-0.1864427356633384,-0.0021331265251569587,0.41036128747584727
c,1.4509537909179926,NA,0.6116547247153218,-0.7103847260563672,1.2737311912063753,-0.488777820940563,-0.48882998049344445,-0.48676390985367124,-0.6193755804391705
g,0.08356967428699136,0.17749704769812524,0.2534067175383025,0.35848340570631615,-1.3929104427157806,-0.33098104994610666,-0.06176098943992691,-0.04138264421876037,0.5062572914948935
e,2.001211285125464,NA,-0.05470460420278028,-0.4240462015495024,-0.7743480915076686,0.24389295179205672,0.31488701129105373,1.1442325528907102,-0.40734373941229307
a,1.5748825008049607,NA,-0.323900062269101,-0.7217892526288502,1.0823709123959315,0.276927441883708,-0.7084865489292921,-0.35279256726627684,-0.16263623556418114
f,0.08141335006803274,0.3850694850552827,1.298367255891114,1.098571996183954,-0.482779772590056,0.5785897271554216,0.13442235036370329,0.9261110012933269,-0.48257246107517415
c,2.858094970928505,NA,-0.1266240692223497,-0.3424110582697574,0.017481037048011072,-0.32305951666862504,0.39802417970766896,0.8319363624816518,0.25164100201698064
b,2.0446374686434865,NA,0.49116602848780605,0.24816251579331544,-0.6362397111246354,-0.7058421758373387,0.13272701467937542,0.4324876288420068,0.5387794675990116
a,0.4502601649146527,0.5730470872949809,1.139812320944267,-0.9694950861429121,0.34998682717042817,-0.16209440779899262,0.4153038710217515,2.277447122466267,0.7659499114146998
e,2.8084416131023318,NA,0.12354765056151806,1.7545113220461546,-0.06501012852935878,0.9078699008075592,0.01588510533684251,-0.8746615756200047,-0.4248967844724346
e,1.0904864184558392,0.07503878721036017,1.1117329862964134,0.4630624916439668,-1.773111611634628,-0.4508143240670368,0.24631516995689462,0.43074880419586026,-1.6505068204063358
a,1.140260431682691,NA,-0.5796336210697778,-0.3419960710469724,0.3393141532664993,0.26751446623656705,1.454192216649417,-0.4095870190802554,-0.5753867997161184
c,2.265307266963646,NA,-0.22899590910334944,0.25545680756682637,-0.08446210817327948,0.13004736188000696,-0.2581185687110148,2.337046313695687,1.2495054708886415
c,1.2822444343473762,NA,-0.36398123772371827,0.9200197994076279,0.8061728740589309,1.6454067455906558,-0.11360525857215148,0.7349087686501554,0.8179034437559359
c,0.6059840109664947,NA,-0.1933022386498648,-1.9596745276010534,1.451745320917289,-0.5590084559629025,-0.5208346573456113,0.979917969984607,0.9565857475236721
g,2.376393298851326,NA,0.8152919836863679,-0.5714879854168164,0.4248605628898972,-0.5120209290786,0.19957386277735936,-0.26849780309868865,-0.5454634913757457
c,0.6804259603377432,NA,0.03849567699753533,1.9130713535139126,0.0807366919286457,0.554373547260005,-0.05863059759211037,0.21703654945410245,-0.01956292469092155
b,2.2102817476261407,NA,0.10534849570652893,0.1170843358953875,-0.44846523857772447,0.27843676248175653,-0.36227335151280593,0.8615429406771029,0.6370370434278347
b,2.543759245192632,NA,0.3248503971393709,-0.569806340024858,-0.7308997439812401,0.24173931126143697,-0.14237676393332366,0.2524323366393784,-0.8770639999529276
c,1.8225673337001354,NA,-0.073987239673457,-0.09580178492391482,-0.2874049295988821,0.34057220709751473,0.3259828224407614,0.4362299611094492,0.284161575447129
f,2.057453529909253,NA,0.39693569434917825,-0.340762074686437,0.7081532136897897,0.1618331660060306,-1.101204239409073,0.16730843232009707,0.6555927671059014
e,0.1289519655983895,0.023811777122318745,0.925493822761486,2.7148772562431525,0.9630907226274675,0.6719224452836089,0.17586403471215298,1.8691619202096554,1.5146510465875773
b,1.9001242546364665,NA,-0.22026871328212672,0.27872778991434144,-0.6495569644353392,-0.3380018013302652,-1.5073607166648837,-0.7186033892261916,-0.7078587426606733
c,1.3251195314805955,NA,1.5369673102980177,1.0714637364980992,-0.7449122693312314,0.856311670175727,0.30184152796128716,1.472026893874904,-0.7038598311336154
g,2.604427201906219,NA,0.7875987441015331,0.2985350580717468,-0.7378401329203654,0.13952534352235815,1.1960215756695889,1.5372706546940655,-0.24796485384920852
f,0.18327014800161123,NA,-1.06571719078873,-0.2508922296266811,0.07081715090614187,0.27102439556631475,0.8201952720013401,1.0376189852949635,-0.0889958106225251
c,0.9058829848654568,0.519464131211862,0.6215920516951706,-0.34644832973544804,-0.2455464237772227,0.3080887061317133,0.4763866566870098,2.0101488888685144,-0.6627553552207296
c,1.8056723575573415,NA,0.5408077429630935,-0.661500177480577,0.16304682019088584,-0.32789715155276306,0.7648590845206935,-0.3224837808765464,-0.9718663310153042
b,2.9269498034846038,NA,-0.6786155905251899,-1.3490323807226765,0.04271058669148209,0.0020041666267315295,-0.18159687305961347,-0.41002131406346226,-0.8970442207907829
e,2.047299290075898,NA,0.15651803625502855,-2.1917674173536374,1.152717531655057,-1.2188558821395297,-0.4118816641395511,0.9731206285309475,0.18622976699387855
c,2.858135016169399,NA,-0.31051233090856295,0.11577304850658546,0.23705648977393923,-0.9548078527312829,-0.2780309710277932,-0.6031887594519408,-0.1570248139483318
g,2.3965230707544833,NA,-0.2775729821416477,0.7876138395523953,-0.47938207647531533,0.2815554414831529,0.024938698873078556,0.37730377753063893,0.25592860907157705
c,2.3810370513238013,NA,0.3279696562381119,0.25250134484326453,0.42740317726684895,-0.4088492254633429,-0.30992207869814925,-0.2628719613485512,-0.6102917192156473
b,2.616362468339503,NA,-0.2174996502059377,-0.4197697545369017,-0.0052159403372403,0.27762522167035086,0.13592424952870205,1.041498413930807,-0.08830310863186702
g,0.81435312400572,NA,-0.22057705816173256,-0.35564766186640945,-0.4866722984611306,-0.6925704043945613,-0.5347889914970559,0.5148222218886533,-0.38120549965985806
c,1.0916448812931776,0.5545467722695321,1.491836807739403,1.0747565643913866,-1.7009685097274039,-0.4775090792122412,0.25887407060572615,0.37855730074430805,-1.245904615584069
g,2.6038985818158835,NA,0.11985147493096274,0.118001351443478,-0.6514652078270854,0.8423449961084541,0.09575205054197639,1.4458037945728985,-0.48790806251018065
f,1.2556453705765307,NA,-0.571795924257085,-0.7218015130529233,0.24271032071371643,-0.5164861540693815,0.12919435490410303,0.5143198430174034,-0.43357552855609094
g,2.698535281699151,NA,0.0595362490117437,-0.4214054096402005,-0.46493567713960665,-0.006763061560056086,0.9417611010708505,-0.5175269292289487,0.030614474206197895
e,1.3893378521315753,NA,-0.22630480527264624,2.005622576201065,0.1255354804411264,0.2982462551031662,-0.4484511056616828,0.7285786865482977,0.9895130346694916
g,2.4277517907321453,NA,0.5115618188952781,0.43651334612185855,-0.013878141030645996,0.5593415514773946,-0.32512591900866605,0.6594003543964231,-0.9260908732630941
g,2.337963167577982,NA,0.19936080924675126,0.7327642076081167,1.487004579370214,0.6767386798307813,-0.0809967487294434,-0.3733079366605212,0.22361801239440438
e,2.14240080001764,NA,0.595578916398898,0.041694148058384256,-0.2657132638156312,0.39148744082293685,-0.7829767033995939,-0.6323984944504843,-0.7825519314954917
b,0.8105412237346172,0.20563233806751668,-0.3077022703260375,0.848757694968543,0.3151990377022097,0.07649558113434254,1.2486677463323677,1.596434476617127,0.4413643850295609
e,2.6634284905157983,NA,-0.876213316298903,1.0903178657906016,1.2231220621708907,0.15888234923119696,-1.6980712859502751,0.20056997430967782,1.4660701822035451
c,2.6754329160321504,NA,0.11530585458363862,0.7288514189818722,1.7127208067051123,0.5447530862136323,0.3072859606876076,1.6959662961139204,0.8451562444702031
b,0.175916884560138,0.07046031765639782,0.9120881069122116,-0.1266309877440978,-0.4007903184317162,-0.28717815338783925,-1.3998873068190898,-0.4642516318678411,0.4381772007441752
g,2.6809678534045815,NA,-0.7738502217206177,-1.2571225248046924,-0.6934186174818111,-0.20544598451845592,-0.2454223639684615,1.0041212232538368,-0.06084824800252714
a,2.620707521215081,NA,0.8463956364936717,-1.1077173662047533,-0.4935635184555403,0.38811518460047584,-0.19697889099411567,0.7202650660680527,-0.7148650522956832
c,1.3526339011732489,NA,-0.3433630967370775,0.1705329115506241,1.5523155743013726,0.7095764038473762,0.3422799933862727,0.6251148366689276,0.3607918644165599
a,2.1915911694522947,NA,0.06355538388158966,-0.6965752745665102,-0.8124088037643942,0.19717964368448657,-0.35728890517458056,2.117628435498171,1.303599640808188
f,0.6838213694281876,NA,0.04506499557149736,1.2314908972697305,0.6921577521698504,0.0973198567491268,-0.08091572587668118,0.5912030617748728,-0.29397333939046033
a,2.508467624662444,NA,-0.4124170975446218,-1.0204559287113888,-0.4452660931768009,-0.5235944583086852,0.08399643388186957,0.38169958075728494,-0.5832085015314685
f,1.4634128746110946,0.2591905859299004,0.18444821304362735,-0.7054845243601117,-0.6424871818080455,-0.5171632133189394,0.4450371126511548,0.20907910129729373,-0.7881311155556766
g,1.888090027263388,NA,-0.17096100561551691,1.0303974173881516,-0.042494066823144716,-0.5434569942947582,-0.6644418148445187,0.5909846971652166,1.0539725589158797
b,0.9702700681518763,0.34051610343158245,-0.6973877907051365,-0.14140130268541012,-0.5219450986094097,-0.16037183577132938,0.5979900044811719,-1.029111325748422,-0.22631214337625455
e,0.5096858460456133,NA,-0.4544128140832404,0.1993654388762206,-0.6931185430035629,0.3302864433356555,1.6276500331411334,-0.8976564586812146,0.3418889317139983
c,1.0490766623988748,0.020070120925083756,0.6670611244611221,-0.2955373296116867,0.9280022664350106,0.546026385675289,-0.055867384128997055,-0.13267862712602346,0.5724729222509292
a,1.167885004542768,NA,0.3762831909431742,0.8734458226726215,1.2825382642710084,-0.396177986527162,-0.4008622325086926,-0.5841134758961234,0.13028274259054703
g,0.9327464047819376,0.9888814638834447,-1.5165300667494013,2.009417166562671,0.29649599920454706,0.9994954044260566,0.012728894244321998,-0.720486219832072,0.6376489492109593
c,1.994823892135173,NA,-0.9132831734657316,-0.9045902435240862,0.12109959760419103,0.2950663166215996,0.41314724125399355,-1.1067652849287373,0.3398411837122761
a,0.22888799593783915,0.41288456809706986,0.1985835348297073,-0.9137162755898548,-0.635776426157728,-0.523662163564537,-0.6445987438248911,0.11687266585148968,-0.35444136806020154
g,1.689822813263163,0.6086752177216113,0.2653680458485498,-0.07232316007150145,0.7655039026793257,-0.2236278263620657,-0.20286983049654084,2.601938411149115,1.123808276251128
g,1.6912138236220926,NA,-0.11252732610468415,0.9226325124148878,1.5347771653010547,0.30419342186647796,0.538757069763462,0.3814293490208845,1.473548238126277
g,1.402972030453384,NA,-1.1686506429525905,1.1684835013502612,-0.44516612653342846,0.4506772266567142,0.4534178764034419,0.6759649696528667,-0.43608526337187586
g,1.4435643630567938,NA,0.697347714657399,1.5845633957466454,-0.7661161033071534,0.5195536928033037,0.6774394928002334,1.2283477194216368,0.6532976854366155
